cidade_origem,latitude_origem,longitude_origem,hospital,cidade_hospital,latitude_hospital,longitude_hospital,telefone,endereco,distancia_km,soro,animal
Cabrobó,-8.505484,-39.309384,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,125.146,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Cachoeirinha,-8.486685,-36.240182,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,155.425,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Caetés,-8.780301,-36.626828,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,203.902,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Calumbi,-7.935515,-38.148244,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,17.619,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Calçado,-8.731081,-36.336554,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,175.256,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Camaragibe,-8.023505,-34.978152,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,9.418,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Camocim de São Félix,-8.358649,-35.765332,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,101.343,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Camutanga,-7.405449,-35.26636,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,82.368,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Canhotinho,-8.876519,-36.197935,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,169.626,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Capoeiras,-8.734225,-36.630566,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,201.401,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Carnaubeira da Penha,-8.317994,-38.751155,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,61.727,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Carnaíba,-7.793421,-37.794584,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,59.657,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Carpina,-7.84566,-35.251397,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,45.218,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Caruaru,-8.284547,-35.969863,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,120.837,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Casinhas,-7.740839,-35.720635,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,97.059,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Catende,-8.675086,-35.702386,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,112.138,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Cedro,-7.71179,-39.236733,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,107.871,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Chã Grande,-8.238271,-35.457148,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,64.91,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Chã de Alegria,-8.006795,-35.204002,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,34.108,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Condado,-7.587868,-35.09994,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,56.086,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Correntes,-9.121174,-36.324435,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,196.463,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Cortês,-8.474434,-35.546789,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,85.297,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Cumaru,-8.008266,-35.695748,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,88.066,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Cupira,-8.624324,-35.951835,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,132.131,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Custódia,-8.08546,-37.64428,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,72.945,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Dormentes,-8.441163,-40.766168,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,276.424,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Escada,-8.356717,-35.224082,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,49.148,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Exu,-7.50364,-39.723789,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,166.087,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Feira Nova,-7.947042,-35.38013,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,54.421,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Fernando de Noronha,-3.839601,-32.410733,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,541.259,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ferreiros,-7.446664,-35.237252,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,76.82,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Flores,-7.85842,-37.971511,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,38.867,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Floresta,-8.603066,-38.568675,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,74.159,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Frei Miguelinho,-7.939179,-35.911283,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,112.405,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Gameleira,-8.579803,-35.384573,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,79.128,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Garanhuns,-8.882434,-36.496567,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,198.46,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Glória do Goitá,-8.005675,-35.29044,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,43.566,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Goiana,-7.560603,-34.99591,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,55.553,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Granito,-7.707105,-39.615034,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,148.457,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Gravatá,-8.211184,-35.567458,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,75.801,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Iati,-9.045586,-36.849763,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,197.778,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ibimirim,-8.54026,-37.703214,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,89.593,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ibirajuba,-8.576331,-36.181151,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,152.709,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Igarassu,-7.82881,-34.901306,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,24.837,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Iguaraci,-7.832221,-37.508199,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,88.886,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ilha de Itamaracá,-7.747664,-34.830319,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,34.626,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Inajá,-8.902058,-37.835124,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,113.185,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ingazeira,-7.669089,-37.457575,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,99.292,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ipojuca,-8.393034,-35.060864,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,41.626,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ipubi,-7.645048,-40.147571,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,207.41,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Itacuruba,-8.822306,-38.697504,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,102.109,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Itambé,-7.414027,-35.096266,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,74.007,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Itapetim,-7.371777,-37.186266,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,140.44,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Itapissuma,-7.767983,-34.897136,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,31.561,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Itaquitinga,-7.663729,-35.100231,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,48.513,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Itaíba,-8.945688,-37.417266,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,143.613,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jaboatão dos Guararapes,-8.112982,-35.014959,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,14.466,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jaqueira,-8.726183,-35.794232,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,123.601,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jataúba,-7.976684,-36.494292,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,176.163,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jatobá,-9.174761,-38.260651,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,131.239,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Joaquim Nabuco,-8.62281,-35.528814,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,93.768,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
João Alfredo,-7.865649,-35.578715,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,77.855,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jucati,-8.701945,-36.487137,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,189.14,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jupi,-8.709041,-36.412644,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,181.885,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Jurema,-8.707135,-36.134739,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,154.2,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Lagoa Grande,-8.994525,-40.276732,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,244.539,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Lagoa do Carro,-7.843834,-35.310783,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,51.058,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Lagoa do Itaenga,-7.930053,-35.287387,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,45.027,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Lagoa do Ouro,-9.125668,-36.458373,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,208.715,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Lagoa dos Gatos,-8.660205,-35.903976,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,129.531,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Lajedo,-8.657914,-36.329336,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,171.233,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Limoeiro,-7.872599,-35.440154,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,63.014,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Macaparana,-7.555638,-35.44246,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,81.451,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Machados,-7.688274,-35.511376,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,78.763,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Manari,-8.964901,-37.631298,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,130.609,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Maraial,-8.790624,-35.82663,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,130.782,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Mirandiba,-8.121131,-38.738841,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,50.66,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Moreilândia,-7.619314,-39.545999,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,143.493,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Moreno,-8.108706,-35.08354,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,21.332,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Nazaré da Mata,-7.741491,-35.219297,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,49.435,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Olinda,-8.010166,-34.854504,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,6.779,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Orobó,-7.745535,-35.595568,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,84.104,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Orocó,-8.610258,-39.602631,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,159.225,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ouricuri,-7.879184,-40.079983,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,196.761,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Palmares,-8.684226,-35.589032,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,103.241,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Palmeirina,-9.010896,-36.324202,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,189.38,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Panelas,-8.661211,-36.012539,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,139.949,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Paranatama,-8.91875,-36.654905,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,208.207,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Parnamirim,-8.087292,-39.579547,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,141.594,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Passira,-7.997102,-35.581261,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,75.561,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Paudalho,-7.90287,-35.171639,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,34.441,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Paulista,-7.934007,-34.868407,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Pedra,-8.496411,-36.939962,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,159.901,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Pesqueira,-8.357974,-36.697783,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,181.097,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Petrolina,-9.388662,-40.502731,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,287.737,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Petrolândia,-9.068627,-38.302664,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,119.434,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Pombos,-8.139816,-35.396732,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,55.779,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Poção,-8.187258,-36.711137,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,176.37,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Primavera,-8.329987,-35.354378,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,58.851,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Quipapá,-8.811752,-36.013665,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,148.749,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Quixaba,-7.707339,-37.84458,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,58.98,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Recife,-8.046658,-34.877065,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,2.439,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Riacho das Almas,-8.137417,-35.864796,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,106.947,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Ribeirão,-8.509568,-35.369824,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,72.429,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Rio Formoso,-8.659196,-35.153212,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,72.656,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
